Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Дата начала факт;Приоритет;Дата поступления КМД;Изделие;Заказ-Партия;Закуп подтвержден;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
4448;02271;1;2020-03-16;00000011291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;911.112;0.0;911.112;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №86 от 10.02.2020;0;0.0;0;"Портал ячейковый ПСЛ-110Я2С Проект: 3.407.2-162 без молниеотвода ; Ростверк ТС-23С Проект: 3.";02271-1;1;0.0;0.0;0.0;0.0;911.112
4449;02271;1;2020-03-16;00000012146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;548.112;0.0;548.112;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №86 от 10.02.2020;0;0.0;0;"Портал ячейковый ПСЛ-110Я2С Проект: 3.407.2-162 без молниеотвода ; Ростверк ТС-23С Проект: 3.";02271-1;1;0.0;0.0;0.0;0.0;548.112
4450;02271;1;2020-03-16;00000015165;Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;829.81;0.0;829.81;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №86 от 10.02.2020;0;0.0;0;"Портал ячейковый ПСЛ-110Я2С Проект: 3.407.2-162 без молниеотвода ; Ростверк ТС-23С Проект: 3.";02271-1;1;0.0;0.0;0.0;0.0;829.81
4451;02271;1;2020-03-16;00000015428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;889.462;0.0;889.462;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №86 от 10.02.2020;0;0.0;0;"Портал ячейковый ПСЛ-110Я2С Проект: 3.407.2-162 без молниеотвода ; Ростверк ТС-23С Проект: 3.";02271-1;1;0.0;0.0;0.0;0.0;889.462
4452;02271;1;2020-03-16;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1224.444;0.0;1224.444;0.0;0.0;ТАВРИДА ЭЛЕКТРИК ОМСК ООО;02/01-16 от 18.01.2016, Спецификация №86 от 10.02.2020;0;0.0;0;"Портал ячейковый ПСЛ-110Я2С Проект: 3.407.2-162 без молниеотвода ; Ростверк ТС-23С Проект: 3.";02271-1;1;0.0;0.0;0.0;0.0;1224.444
4730;02344;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;146.7;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02344-1;0;0.0;0.0;0.0;0.0;0.0
4731;02344;1;2020-03-16;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;257.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02344-1;0;0.0;0.0;0.0;0.0;0.0
4732;02344;1;2020-03-16;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;480.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02344-1;0;0.0;0.0;0.0;0.0;0.0
4733;02345;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;20.538;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02345-1;0;0.0;0.0;0.0;0.0;0.0
4734;02345;1;2020-03-16;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;82.474;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02345-1;0;0.0;0.0;0.0;0.0;0.0
4738;02347;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;146.7;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001  в комплекте со скобой СК-7-1А (2 шт);02347-1;0;0.0;0.0;0.0;0.0;0.0
4739;02347;1;2020-03-16;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;257.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001  в комплекте со скобой СК-7-1А (2 шт);02347-1;0;0.0;0.0;0.0;0.0;0.0
4740;02347;1;2020-03-16;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;480.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001  в комплекте со скобой СК-7-1А (2 шт);02347-1;0;0.0;0.0;0.0;0.0;0.0
4741;02348;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;20.538;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02348-1;0;0.0;0.0;0.0;0.0;0.0
4742;02348;1;2020-03-16;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;82.474;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02348-1;0;0.0;0.0;0.0;0.0;0.0
4746;02350;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;146.7;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02350-1;0;0.0;0.0;0.0;0.0;0.0
4747;02350;1;2020-03-16;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;257.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02350-1;0;0.0;0.0;0.0;0.0;0.0
4748;02350;1;2020-03-16;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;480.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02350-1;0;0.0;0.0;0.0;0.0;0.0
4749;02351;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;20.538;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02351-1;0;0.0;0.0;0.0;0.0;0.0
4750;02351;1;2020-03-16;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;82.474;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02351-1;0;0.0;0.0;0.0;0.0;0.0
4754;02353;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;146.7;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02353-1;0;0.0;0.0;0.0;0.0;0.0
4755;02353;1;2020-03-16;00000011286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;257.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02353-1;0;0.0;0.0;0.0;0.0;0.0
4756;02353;1;2020-03-16;00000013009;Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;480.6;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-1СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02353-1;0;0.0;0.0;0.0;0.0;0.0
4757;02354;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;20.538;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02354-1;0;0.0;0.0;0.0;0.0;0.0
4758;02354;1;2020-03-16;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;82.474;0.0;0.0;0.0;0.0;НОВА ООО;б.н. от 12.02.2020, Спецификация №б/н от 12.02.202;0;0.0;0;Кронштейн ВОЛС КНГ-2СВ Проект: ОЭМЗ-ОГП-ТП.ВОЛС.001 в комплекте со скобой СК-7-1А (2 шт);02354-1;0;0.0;0.0;0.0;0.0;0.0
3020;0277;1;2020-03-16;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.418;0.0;0.418;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.418;0.0;0.0;0.0
3021;0277;1;2020-03-16;00000010905;Лист 6 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;187.017;0.0;187.017;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;187.017
3022;0277;1;2020-03-16;00000010906;Лист 8 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;306.964;0.0;306.964;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;306.964
3023;0277;1;2020-03-16;00000010943;Лист 12 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;162.564;0.0;162.564;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;162.564
3024;0277;1;2020-03-16;00000011072;Лист 4 ГОСТ 19903-74 С345-3 ГОСТ 27772-2015;7149.282;0.0;7149.282;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;7149.282
3025;0277;1;2020-03-16;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;245.974;0.0;245.974;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;245.974
3026;0277;1;2020-03-16;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;13.186;0.0;13.186;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;13.186
3027;0277;1;2020-03-16;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;805.391;0.0;805.391;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;805.391
3028;0277;1;2020-03-16;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;45.6;0.0;45.6;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;45.6
3029;0277;1;2020-03-16;00000012604;Круг 16 ГОСТ 2590-2006 С345-3 ГОСТ 27772-2015;114.247;0.0;114.247;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;114.247
3030;0277;1;2020-03-16;00000011296;Труба 219х10 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;1251.283;0.0;1251.283;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;1251.283
3031;0277;1;2020-03-16;00000011854;Труба 325х9 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;2280.342;0.0;2280.342;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;2280.342
3032;0277;1;2020-03-16;00000015964;Труба 219х9 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014;1239.826;0.0;1239.826;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;1239.826
3033;0277;1;2020-03-16;00000011085;Уголок 32х32х4 ГОСТ 8509-86 С345-3 ГОСТ 27772-2015;575.415;0.0;575.415;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;0.0;0.0;0.0;575.415
3034;0277;1;2020-03-16;00000011075;Швеллер 18 П ГОСТ 8240-89 С345-3 ГОСТ 27772-2015;339.036;0.0;339.036;0.0;0.0;ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ ООО;ПТ/ОЭМЗ-01/18 от 26.02.2018, Спецификация №41 от 17.01.2020;0;0.0;0;"Опора анкерная (концевая) А10ГИ-1 Проект: ОЭМЗ-ОГП-ТП.ВЛЗ.010.001 ; Фундамент ФС.325.1.800.9 П";0277-1;1;0.0;339.036;0.0;0.0;0.0
3307;0299;1;2020-03-16;00000004440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.022;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3308;0299;1;2020-03-16;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;7.048;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3309;0299;1;2020-03-16;00000011280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;36.187;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3310;0299;1;2020-03-16;00000014979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;31.052;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3311;0299;1;2020-03-16;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;37.389;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3312;0299;1;2020-03-16;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1.296;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3313;0299;1;2020-03-16;00000014228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;3.733;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3314;0299;1;2020-03-16;00000011281;Уголок 100х100х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;182.961;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3315;0299;1;2020-03-16;00000011283;Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;124.086;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3316;0299;1;2020-03-16;00000011284;Уголок 90х90х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;198.744;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3317;0299;1;2020-03-16;00000011285;Швеллер 18 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;46.326;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Опора анкерная (концевая) АО10Г-1М Проект: ОЭМЗ-ОГП-ТП.ВЛ.010.001;0299-1;0;0.0;0.0;0.0;0.0;0.0
3362;02111;1;2020-03-17;00000011267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;25.892;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФС.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02111-1;0;0.0;0.0;0.0;0.0;0.0
3363;02111;1;2020-03-17;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;11.85;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФС.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02111-1;0;0.0;0.0;0.0;0.0;0.0
3364;02111;1;2020-03-17;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2.4;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФС.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02111-1;0;0.0;0.0;0.0;0.0;0.0
3365;02111;1;2020-03-17;00000011272;Труба 219х10 ГОСТ 10704-91 09Г2С-12 ГОСТ 19281-2014;125.986;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФС.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02111-1;0;0.0;0.0;0.0;0.0;0.0
3366;02112;1;2020-03-17;00000011269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;2.712;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФП.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02112-1;0;0.0;0.0;0.0;0.0;0.0
3367;02112;1;2020-03-17;00000015205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;135.008;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФП.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02112-1;0;0.0;0.0;0.0;0.0;0.0
3368;02112;1;2020-03-17;00000011270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;4.768;0.0;0.0;0.0;0.0;СтройКонтракт ООО;07/02-20 от 05.02.2020, Спецификация №1 от 20.01.2020;0;0.0;0;Фундамент ФП.273.1.L.S Проект: ОЭМЗ-ОГП-ТП.ФС.010.001;02112-1;0;0.0;0.0;0.0;0.0;0.0
