Дата запуска;0.0;1.0;2.0;3.0;4.0;5.0;6.0;7.0;8.0;9.0;10.0;11.0;12.0;14.0;15.0;16.0
Дата запуска;2020-02-28 00:00:00;2020-02-29 00:00:00;2020-03-01 00:00:00;2020-03-02 00:00:00;2020-03-03 00:00:00;2020-03-04 00:00:00;2020-03-05 00:00:00;2020-03-06 00:00:00;2020-03-07 00:00:00;2020-03-08 00:00:00;2020-03-09 00:00:00;2020-03-10 00:00:00;2020-03-11 00:00:00;2020-03-13 00:00:00;2020-03-14 00:00:00;2020-03-15 00:00:00
Номенклатура;;;;;;;;;;;;;;;;
Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;681.1159999999996;3803.115;7723.961;0.0;0.0;31.5;0.0;0.0;0.0;3086.8360000000002;0.0;7365.142;8827.384;0.0;414.905
Уголок 160х160х10 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;861.209;0.0
Уголок 180х180х11 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;4075.088;0.0;9184.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2624.0
Уголок 180х180х11 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;723.393;0.0
Уголок 180х180х11 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1125.2340000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;1706.6649999999995;731.152;0.0;1455.49;0.0;731.152;0.0;1051.031;0.0;0.0;0.0
Уголок 32х32х4 ГОСТ 8509-86 С345-5-ГК ГОСТ 27772-2015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;817.695;0.0;0.0;817.695;0.0;0.0
Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.8300000000001404
Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;138.40599999999964;69.269;145.88299999999998;0.0;0.0;0.0;224.563;0.0;372.258;0.0;1278.6619999999998;0.0;1425.341;0.0;0.0;226.249
Уголок 40х40х4 ГОСТ 8509-86 09Г2С-15 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.269;0.0
Уголок 40х40х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.248;0.0
Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2999.1570000000015;0.0;7794.976;0.0;0.0;189.546
Уголок 45х45х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;432.1590000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;0.0;0.0;0.0;623.1400000000001;0.0;0.0;7.049;0.0;0.0;0.0;412.409;0.0;0.0;1441.632;0.0;7.084
