Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2400;921931;1;2020-02-19;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;359.65454545;0.0;359.65454545;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;359.65454545
2402;921931;1;2020-02-19;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;298.06451613;0.0;298.06451613;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;298.06451613
2403;921931;1;2020-02-19;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;79.50222222;0.0;79.50222222;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;48.734555559999365;0.0;0.0;30.76766666000063
2404;921931;1;2020-02-19;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;731.1483871;0.0;731.1483871;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;731.1483871
2405;921931;1;2020-02-19;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3027.30322581;0.0;3027.30322581;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;1221.1775269100056;0.0;0.0;1806.1256988999946
2406;921931;1;2020-02-19;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1368.4173913;0.0;1368.4173913;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;1368.4173913
2407;921931;1;2020-02-19;12036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4900.03478261;0.0;4900.03478261;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;2885.2824347800015;0.0;0.0;2014.7523478299981
2408;921931;1;2020-02-19;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6321.42222222;0.0;6321.42222222;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;6321.42222222;0.0;0.0;0.0
2409;921931;1;2020-02-19;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3747.09677419;0.0;3747.09677419;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;3747.09677419
2420;921931;1;2020-02-19;15431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5422.58924731;0.0;5422.58924731;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;1751.6583655700006;0.0;0.0;3670.9308817399997
2422;921931;1;2020-02-19;13501;Швеллер 12 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;72.10666667;0.0;72.10666667;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;72.10666667;0.0;0.0;0.0
2423;921931;1;2020-02-19;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;8366.64888889;0.0;8366.64888889;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;8366.64888889
2393;921992;1;2020-02-19;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.08888889;0.0;0.08888889;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;0.08888889
2396;921992;1;2020-02-19;13207;Лист 12 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;605.05747126;0.0;605.05747126;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;605.05747126;0.0;0.0;0.0
2397;921992;1;2020-02-19;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;23.12727273;0.0;23.12727273;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;23.12727273
2398;921992;1;2020-02-19;13777;Лист 10 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;946.17411765;0.0;946.17411765;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;946.17411765
2399;921992;1;2020-02-19;13778;Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;88.88470588;0.0;88.88470588;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;88.88470588
2401;921992;1;2020-02-19;16877;Лист 30 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;935.58441558;0.0;935.58441558;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;935.58441558;0.0;0.0;0.0
2410;921992;1;2020-02-19;13214;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4108.94222222;0.0;4108.94222222;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;4108.94222222;0.0;0.0;0.0
2411;921992;1;2020-02-19;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;277.07526882;0.0;277.07526882;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;277.07526882;0.0;0.0;0.0
2412;921992;1;2020-02-19;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;833.44516129;0.0;833.44516129;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;833.44516129
2413;921992;1;2020-02-19;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3329.40215054;0.0;3329.40215054;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;3329.40215054
2414;921992;1;2020-02-19;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3290.53913043;0.0;3290.53913043;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;3290.53913043
2415;921992;1;2020-02-19;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4108.0;0.0;4108.0;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;4108.0
2416;921992;1;2020-02-19;13903;Уголок 160х160х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3444.83636364;0.0;3444.83636364;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;3444.83636364;0.0;0.0;0.0
2417;921992;1;2020-02-19;14107;Уголок 180х180х11 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5804.34823529;0.0;5804.34823529;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;5804.34823529;0.0;0.0;0.0
2418;921992;1;2020-02-19;14538;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2497.63478261;0.0;2497.63478261;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;2497.63478261
2419;921992;1;2020-02-19;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5082.55652174;0.0;5082.55652174;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;0.0;0.0;0.0;5082.55652174
2421;921992;1;2020-02-19;14287;Уголок 110х110х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4893.60888889;0.0;4893.60888889;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921992-1;0.0;4893.60888889;0.0;0.0;0.0
2591;921931;2;2020-02-21;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.35555556;0.0;0.35555556;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;0.35555556
2592;921931;2;2020-02-21;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1088.97882353;0.0;1088.97882353;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;1088.97882353
2593;921931;2;2020-02-21;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1999.04415584;0.0;1999.04415584;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;1999.04415584
2594;921931;2;2020-02-21;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;359.65454545;0.0;359.65454545;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;359.65454545
2595;921931;2;2020-02-21;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;298.06451613;0.0;298.06451613;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;298.06451613
2596;921931;2;2020-02-21;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;79.50222222;0.0;79.50222222;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;79.50222222
2597;921931;2;2020-02-21;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;731.1483871;0.0;731.1483871;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;731.1483871
2598;921931;2;2020-02-21;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3027.30322581;0.0;3027.30322581;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;3027.30322581
2599;921931;2;2020-02-21;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;1368.4173913;0.0;1368.4173913;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;1368.4173913
2600;921931;2;2020-02-21;12036;Уголок 100х100х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;4900.03478261;0.0;4900.03478261;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;4900.03478261
2601;921931;2;2020-02-21;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;6321.42222222;0.0;6321.42222222;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;3132.8460000300092;0.0;0.0;3188.5762221899904
2602;921931;2;2020-02-21;12146;Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;3747.09677419;0.0;3747.09677419;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;3747.09677419
2603;921931;2;2020-02-21;15431;Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;5422.58924731;0.0;5422.58924731;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;5422.58924731
2604;921931;2;2020-02-21;13501;Швеллер 12 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014;72.10666667;0.0;72.10666667;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;72.10666667;0.0;0.0;0.0
2605;921931;2;2020-02-21;00-00000512;Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;8366.64888889;0.0;8366.64888889;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-2;0.0;0.0;0.0;0.0;8366.64888889
2424;921990;1;2020-02-21;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.11111111;0.0;0.11111111;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;0.11111111
2426;921990;1;2020-02-21;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;407.55844156;0.0;407.55844156;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;407.55844156
2428;921990;1;2020-02-21;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;730.32941176;0.0;730.32941176;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;730.32941176
2430;921990;1;2020-02-21;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;611.96236559;0.0;611.96236559;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;285.31907528999386;0.0;0.0;326.64329030000613
2432;921990;1;2020-02-21;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1295.37096774;0.0;1295.37096774;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;1295.37096774
2434;921990;1;2020-02-21;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6130.9516129;0.0;6130.9516129;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;6130.9516129
2436;921990;1;2020-02-21;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3371.06521739;0.0;3371.06521739;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;3371.06521739
2438;921990;1;2020-02-21;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3202.62222222;0.0;3202.62222222;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;3202.62222222
2440;921990;1;2020-02-21;14538;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1990.2826087;0.0;1990.2826087;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;1990.2826087
2442;921990;1;2020-02-21;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2423.19565217;0.0;2423.19565217;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;2423.19565217
2444;921990;1;2020-02-21;15447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;367.13978495;0.0;367.13978495;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921990-1;0.0;0.0;0.0;0.0;367.13978495
2425;922001;1;2020-02-21;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.08888889;0.0;0.08888889;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;0.08888889
2427;922001;1;2020-02-21;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;326.04675325;0.0;326.04675325;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;326.04675325
2429;922001;1;2020-02-21;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;584.26352941;0.0;584.26352941;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;584.26352941
2431;922001;1;2020-02-21;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;489.56989247;0.0;489.56989247;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;489.56989247
2433;922001;1;2020-02-21;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1036.29677419;0.0;1036.29677419;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;1036.29677419
2435;922001;1;2020-02-21;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4904.76129032;0.0;4904.76129032;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;4904.76129032
2437;922001;1;2020-02-21;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2696.85217391;0.0;2696.85217391;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;2696.85217391
2439;922001;1;2020-02-21;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2562.09777778;0.0;2562.09777778;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;2562.09777778
2441;922001;1;2020-02-21;14538;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1592.22608696;0.0;1592.22608696;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;1592.22608696
2443;922001;1;2020-02-21;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1938.55652174;0.0;1938.55652174;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;1938.55652174
2445;922001;1;2020-02-21;15447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;293.71182796;0.0;293.71182796;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922001-1;0.0;0.0;0.0;0.0;293.71182796
2446;921900;1;2020-02-23;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;17.09090909;0.0;17.09090909;0.0;0.0;РН-СНАБЖЕНИЕ ООО;7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019;921900-1;0.0;0.0;0.0;0.0;17.09090909
2448;921900;1;2020-02-23;796;Лист 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;69.10344828;0.0;69.10344828;0.0;0.0;РН-СНАБЖЕНИЕ ООО;7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019;921900-1;0.0;69.10344828;0.0;0.0;0.0
2447;921901;1;2020-02-23;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;17.09090909;0.0;17.09090909;0.0;0.0;РН-СНАБЖЕНИЕ ООО;7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019;921901-1;0.0;0.0;0.0;0.0;17.09090909
2449;921901;1;2020-02-23;796;Лист 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;69.10344828;0.0;69.10344828;0.0;0.0;РН-СНАБЖЕНИЕ ООО;7363819/1942Д от 04.12.2019, Спецификация 1 от 06.12.2019;921901-1;0.0;69.10344828;0.0;0.0;0.0
2606;922002;2;2020-02-23;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.35555556;0.0;0.35555556;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-2;0.0;0.0;0.0;0.0;0.35555556
2607;922002;2;2020-02-23;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1304.18701299;0.0;1304.18701299;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-2;0.0;0.0;0.0;0.0;1304.18701299
2608;922002;2;2020-02-23;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;2191.05882353;0.0;2191.05882353;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-2;0.0;0.0;0.0;0.0;2191.05882353
