Поряд_номер;Номер победы;Партия;Дата запуска;Код;Номенклатура;Количество в заказе;Перемещено;Дефицит;Заказ обеспечен;Пометка удаления;Заказчик;Спецификация;Заказ-Партия;ТН;Списание из Цент склада;Списание из ТН;Списание из Поступлений;Остаток дефицита
2336;921617;1;2020-02-17;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;438.95978261;0.0;438.95978261;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;0.0;0.0;0.0;438.95978261
2339;921617;1;2020-02-17;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;44.57634409;0.0;44.57634409;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;44.57634409;0.0;0.0;0.0
2342;921617;1;2020-02-17;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;11.5326087;0.0;11.5326087;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;0.0;0.0;0.0;11.5326087
2345;921617;1;2020-02-17;11291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;433.8;0.0;433.8;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;433.8;0.0;0.0;0.0
2348;921617;1;2020-02-17;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;465.86222222;0.0;465.86222222;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;465.86222222;0.0;0.0;0.0
2378;921617;1;2020-02-17;15135;Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;352.58064516;0.0;352.58064516;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;0.0;0.0;0.0;352.58064516
2381;921617;1;2020-02-17;15167;Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;654.34352941;0.0;654.34352941;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;0.0;0.0;0.0;654.34352941
2384;921617;1;2020-02-17;15428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;22.92043011;0.0;22.92043011;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;22.92043011;0.0;0.0;0.0
2390;921617;1;2020-02-17;00-00001139;Труба ДУ-Ц- 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;99.97647059;0.0;99.97647059;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921617-1;0.0;0.0;0.0;0.0;99.97647059
2283;921618;1;2020-02-17;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.02222222;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;0.02222222
2291;921618;1;2020-02-17;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;12.54235294;0.0;12.54235294;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;12.54235294
2294;921618;1;2020-02-17;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;131.02857143;0.0;131.02857143;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;131.02857143
2310;921618;1;2020-02-17;14979;Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;20.16477273;0.0;20.16477273;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;20.16477273
2316;921618;1;2020-02-17;796;Лист 12 ГОСТ 19903-2015 09Г2С-12 ГОСТ 19281-2014;23.41149425;0.0;23.41149425;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;23.41149425;0.0;0.0;0.0
2319;921618;1;2020-02-17;11270;Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;140.44086022;0.0;140.44086022;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;140.44086022
2322;921618;1;2020-02-17;14228;Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;72.03555556;0.0;72.03555556;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;72.03555556;0.0;0.0;0.0
2325;921618;1;2020-02-17;15029;Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;275.99333333;0.0;275.99333333;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;275.99333333;0.0;0.0;0.0
2328;921618;1;2020-02-17;15427;Круг 24 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014;22.52888889;0.0;22.52888889;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;22.52888889;0.0;0.0;0.0
2331;921618;1;2020-02-17;13077;Лист ромб 4 ГОСТ 8568-77 ст3 ГОСТ 380-2005;420.66352941;0.0;420.66352941;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;420.66352941
2334;921618;1;2020-02-17;11268;Уголок 32х32х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;626.85591398;0.0;626.85591398;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;626.85591398
2337;921618;1;2020-02-17;11275;Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;438.95978261;0.0;438.95978261;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;438.95978261
2340;921618;1;2020-02-17;11278;Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;44.57634409;0.0;44.57634409;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;44.57634409;0.0;0.0;0.0
2343;921618;1;2020-02-17;11286;Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;11.5326087;0.0;11.5326087;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;11.5326087
2346;921618;1;2020-02-17;11291;Уголок 110х110х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;433.8;0.0;433.8;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;433.8;0.0;0.0;0.0
2349;921618;1;2020-02-17;12037;Уголок 125х125х8 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;465.86222222;0.0;465.86222222;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;465.86222222;0.0;0.0;0.0
2379;921618;1;2020-02-17;15135;Уголок 50х50х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;352.58064516;0.0;352.58064516;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;352.58064516
2382;921618;1;2020-02-17;15167;Уголок 125х125х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;654.34352941;0.0;654.34352941;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;654.34352941
2385;921618;1;2020-02-17;15428;Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014;22.92043011;0.0;22.92043011;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;22.92043011;0.0;0.0;0.0
2391;921618;1;2020-02-17;00-00001139;Труба ДУ-Ц- 32х42,3х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005;99.97647059;0.0;99.97647059;0.0;0.0;ГАЗПРОМНЕФТЬ-ННГ;59_30915_30215, Спецификация №  6(1977) от 07.11.2019;921618-1;0.0;0.0;0.0;0.0;99.97647059
2287;921849;1;2020-02-17;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;490.25882353;0.0;490.25882353;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;490.25882353
2288;921849;1;2020-02-17;11267;Лист 16 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;490.25882353;0.0;0.0;0.0;1.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;0.0
2296;921849;1;2020-02-17;12986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1558.05194805;0.0;1558.05194805;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;1558.05194805
2297;921849;1;2020-02-17;12986;Лист 25 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1558.05194805;0.0;0.0;0.0;1.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;0.0
2311;921849;1;2020-02-17;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;57.6;0.0;57.6;0.0;0.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;57.6
2312;921849;1;2020-02-17;15205;Лист 10 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;57.6;0.0;0.0;0.0;1.0;ТРЕСТ КХМ АО;94/10-19  от 31.10.2019, Спецификация №2 от 20.12.2019;921849-1;0.0;0.0;0.0;0.0;0.0
2284;921993;1;2020-02-17;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.17777778;0.0;0.17777778;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;0.17777778
2298;921993;1;2020-02-17;13207;Лист 12 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1204.48735632;0.0;1204.48735632;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;1204.48735632;0.0;0.0;0.0
2301;921993;1;2020-02-17;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;46.25454545;0.0;46.25454545;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;46.25454545
2304;921993;1;2020-02-17;13777;Лист 10 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1865.54352941;0.0;1865.54352941;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;1865.54352941
2306;921993;1;2020-02-17;13778;Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;177.76941176;0.0;177.76941176;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;177.76941176
2313;921993;1;2020-02-17;16877;Лист 30 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;1871.16883117;0.0;1871.16883117;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;1871.16883117;0.0;0.0;0.0
2350;921993;1;2020-02-17;13214;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6926.08;0.0;6926.08;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;6926.08;0.0;0.0;0.0
2352;921993;1;2020-02-17;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;554.15053763;0.0;554.15053763;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;554.15053763;0.0;0.0;0.0
2355;921993;1;2020-02-17;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1666.89032258;0.0;1666.89032258;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;1666.89032258;0.0;0.0;0.0
2358;921993;1;2020-02-17;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6668.7483871;0.0;6668.7483871;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;6668.7483871
2361;921993;1;2020-02-17;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5254.19130435;0.0;5254.19130435;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;5254.19130435
2364;921993;1;2020-02-17;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;9885.22666667;0.0;9885.22666667;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;9885.22666667;0.0;0.0;0.0
2368;921993;1;2020-02-17;13903;Уголок 160х160х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;6889.67272727;0.0;6889.67272727;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;6889.67272727;0.0;0.0;0.0
2370;921993;1;2020-02-17;14107;Уголок 180х180х11 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;5787.14352941;0.0;5787.14352941;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;5787.14352941;0.0;0.0;0.0
2374;921993;1;2020-02-17;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;10976.62608696;0.0;10976.62608696;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;0.0;0.0;0.0;10976.62608696
2387;921993;1;2020-02-17;14287;Уголок 110х110х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;4903.21777778;0.0;4903.21777778;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921993-1;0.0;4903.21777778;0.0;0.0;0.0
2285;921994;1;2020-02-17;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.02222222;0.0;0.02222222;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;0.02222222
2299;921994;1;2020-02-17;13207;Лист 12 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;331.62298851;0.0;331.62298851;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;331.62298851;0.0;0.0;0.0
2302;921994;1;2020-02-17;13210;Лист 6 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;5.78181818;0.0;5.78181818;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;5.78181818
2305;921994;1;2020-02-17;13777;Лист 10 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;240.27058824;0.0;240.27058824;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;240.27058824
2307;921994;1;2020-02-17;13778;Лист 16 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;43.74352941;0.0;43.74352941;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;43.74352941
2314;921994;1;2020-02-17;16877;Лист 30 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;233.8961039;0.0;233.8961039;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;233.8961039;0.0;0.0;0.0
2351;921994;1;2020-02-17;13214;Уголок 125х125х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;865.76;0.0;865.76;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;865.76;0.0;0.0;0.0
2353;921994;1;2020-02-17;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;69.2688172;0.0;69.2688172;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;69.2688172;0.0;0.0;0.0
2356;921994;1;2020-02-17;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;295.09139785;0.0;295.09139785;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;295.09139785;0.0;0.0;0.0
2359;921994;1;2020-02-17;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1085.21612903;0.0;1085.21612903;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;1085.21612903
2362;921994;1;2020-02-17;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1585.55434783;0.0;1585.55434783;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;1585.55434783
2365;921994;1;2020-02-17;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1914.14333333;0.0;1914.14333333;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;1914.14333333;0.0;0.0;0.0
2367;921994;1;2020-02-17;13320;Уголок 140х140х9 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1033.90666667;0.0;1033.90666667;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;1033.90666667;0.0;0.0;0.0
2369;921994;1;2020-02-17;13903;Уголок 160х160х10 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;861.20909091;0.0;861.20909091;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;861.20909091;0.0;0.0;0.0
2371;921994;1;2020-02-17;14107;Уголок 180х180х11 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;723.39294118;0.0;723.39294118;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;723.39294118;0.0;0.0;0.0
2372;921994;1;2020-02-17;14538;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;119.17173913;0.0;119.17173913;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;119.17173913
2375;921994;1;2020-02-17;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2401.35434783;0.0;2401.35434783;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;0.0;0.0;0.0;2401.35434783
2388;921994;1;2020-02-17;14287;Уголок 110х110х8 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;612.90222222;0.0;612.90222222;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;921994-1;0.0;612.90222222;0.0;0.0;0.0
2286;922002;1;2020-02-17;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.13333333;0.0;0.13333333;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;0.13333333
2300;922002;1;2020-02-17;13208;Лист 20 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;489.07012987;0.0;489.07012987;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;489.07012987
2303;922002;1;2020-02-17;13211;Лист 8 ГОСТ 19903-74 С345-6 ГОСТ 27772-2015;821.64705882;0.0;821.64705882;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;821.64705882
2354;922002;1;2020-02-17;13216;Уголок 40х40х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;734.35483871;0.0;734.35483871;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;734.35483871;0.0;0.0;0.0
2357;922002;1;2020-02-17;13217;Уголок 50х50х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1554.44516129;0.0;1554.44516129;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;1554.44516129;0.0;0.0;0.0
2360;922002;1;2020-02-17;13218;Уголок 63х63х5 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;7615.92903226;0.0;7615.92903226;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;7615.92903226
2363;922002;1;2020-02-17;13219;Уголок 70х70х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2520.02608696;0.0;2520.02608696;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;2520.02608696
2366;922002;1;2020-02-17;13220;Уголок 90х90х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;3048.8;0.0;3048.8;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;2203.9235555599926;0.0;0.0;844.8764444400076
2373;922002;1;2020-02-17;14538;Уголок 100х100х7 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;1487.60869565;0.0;1487.60869565;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;1487.60869565
2376;922002;1;2020-02-17;14788;Уголок 80х80х6 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;2793.6;0.0;2793.6;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;0.0;0.0;0.0;2793.6
2386;922002;1;2020-02-17;15447;Уголок 45х45х4 ГОСТ 8509-86 С345-6 ГОСТ 27772-2015;440.56774194;0.0;440.56774194;0.0;0.0;" ""ЛУКОЙЛ-Западная Сибирь""ООО";19С4695 от 24.01.2020, Спецификация №1 от 24.01.2020;922002-1;0.0;440.56774194;0.0;0.0;0.0
2392;921931;1;2020-02-19;4440;Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75;0.35555556;0.0;0.35555556;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;0.35555556
2394;921931;1;2020-02-19;11269;Лист 8 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1088.97882353;0.0;1088.97882353;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;1088.97882353
2395;921931;1;2020-02-19;11280;Лист 20 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014;1999.04415584;0.0;1999.04415584;0.0;0.0;ЭнергоСтройИнжиниринг ООО;79/10-19, Спецификация №1 от 17.12.2019;921931-1;0.0;0.0;0.0;0.0;1999.04415584
